sl,Feature_0,Feature_1,Feature_2,Feature_3,Feature_4,Feature_5,Feature_6,Feature_7,Feature_8,Feature_9,Y
29,,1.7425253767868913,-1.164878517,-0.190789295,2.906440533732468,1.0977705446037918,-0.704926887,,,-0.298638473,0.23634239592161566
30,-0.778866748,1.2712156885367947,-1.10041908,-0.445444589,,-2.330968813,,1.5517559253432351,,-1.746132301,-1.155315817
31,1.3646827167187874,,-0.514163587,-0.313726044,0.38286551113231776,-0.616601162,-0.506045241,-0.354984453,,,1.7277215532978234
32,,-0.866209985,0.27503699209848975,0.637557657,-0.680784477,-0.885495459,,-0.624835907,-2.053387761,-0.764786211,-2.360241342
33,,,,,,,-0.653059179,0.090109585,,-0.741924167,3.5022487686898627
34,,0.30608732324638954,-0.090114804,,1.0590312693009272,-0.119913551,-1.283760165,,-1.013713006,0.2597118978893213,0.11957526665808893
35,,-0.596828389,1.192885974830818,-1.158506116,,0.003356986,,,-1.252514488,,-0.302160593
36,-0.591040415,,,,,,0.4114513301474404,0.7683989337023377,0.39943975270798227,2.1313707436596556,-0.124918369
37,-0.640312137,-1.292073122,-0.405724715,,-0.81236929,2.152207351690917,,0.6434654200699211,-1.27819802,,0.19240817374956415
38,-0.604206687,-2.504251507,-0.652236314,0.66743493,-0.693789541,1.4382897408316966,,0.14064307517795163,0.089410439,-1.634400496,-1.341662668
39,-0.690588018,-1.167758244,-0.032164364,,,0.09791491,0.1374088039448959,0.9983511188445183,-0.973748094,0.396307969,-0.002498277
40,,,,-0.290289866,0.022960389,,0.23998643042363949,-1.301155998,0.037035225617884825,,3.4546873199095396
41,,-2.793434393,1.0309227847070102,-0.365909123,-2.87477279,,,-1.611538784,0.7679697690169686,-0.131214531,3.1868530140983236
42,0.064115428,-0.043008431,1.333865419397076,,0.072161084,-0.758641451,1.0295146056516344,1.370432518296626,-1.938944252,-0.318961585,1.2595236424948841
43,,-0.272505294,,-1.232918034,,-0.626010154,-0.057074577,-1.542347692,,-0.459775503,1.394180772
44,-1.053302665,-0.45284051,,,,,,0.7732921479747379,-1.716099536,-0.804673778,-0.287790565
45,1.585575598645709,-1.566198439,,,-1.141738606,0.4518902606120681,-0.248939737,0.8842229814358274,0.12251782452903864,,1.8116907717201287
46,,-1.219442633,-0.534739588,,0.7657598832127834,,-1.295687129,,,-0.300555581,-0.17981623
47,-0.753704808,0.35678064922019137,-0.408916184,-0.470275538,,-1.099762616,,0.10959663534329708,,0.21033807928335285,1.103680156
48,,-0.429595353,-0.711806143,-0.973371859,1.0758207778674682,-0.680244251,-0.976677178,-1.324289149,-0.346950772,-0.66017991,-0.794187931
49,0.098115806,,0.5169162695816474,-0.928740046,0.063797086,,0.6716302134995482,-0.932840722,-0.278259076,-0.270122192,-0.103297782
50,-0.050205121,0.6387962869621467,-2.025544604,,,-0.27467786,-1.442246535,0.1686089093475313,2.320060754726123,-1.060801845,-0.671965993
51,-1.067234877,-2.282079335,,0.6770461559960088,-0.803931944,0.5935207626748366,,,0.31185469195928395,,1.0896376213174077
52,-1.125278586,-0.167343107,,,1.0061751963552095,-1.059924458,-1.470837375,-0.758579111,0.9186795649169304,0.13422691349937751,-1.082520653
53,,-0.335516149,,,1.4696893531118267,0.6441938486509983,1.2342825510879065,-0.523976233,-1.525225805,-1.451759912,0.29143976239049574
54,-0.303299934,0.5655353444984592,0.25487767524364063,-1.723244834,-0.417090343,1.6147536783607304,-0.846310983,-1.149735686,0.7919761765460365,-1.824813595,-1.491276695
55,0.015813480921502303,0.12058784341539174,0.054740489,1.1698651077348183,,,,1.4813364883857092,-1.285749909,1.363868994782076,-0.406499875
56,,,-0.843044459,-0.726248866,-0.683446114,0.8075393566191182,,-0.172899663,-1.567832393,-0.696607437,0.038829639
57,0.1429824634212799,-0.375373381,0.5040612279530662,,1.6857238295119286,-0.624606233,-1.470282574,0.3253662719439917,,,1.775069985819602
58,,,,0.4722216979775517,0.3529113754860107,,,1.5817117430473253,2.1830211567929325,0.299229843,0.8823005808151522
59,-1.952811971,,-0.552705745,-0.837611322,0.6664637658002883,,1.8607404491146624,-0.702139523,,,-2.46957849
60,,-0.712366401,1.3597395447797125,-0.130161921,-0.921923757,0.6297462196949472,-1.367231941,-0.414389476,0.24884470145887974,,2.8317049853316334
61,-1.517327587,,0.4672044980006623,,-0.888450242,0.6969401676123459,,-1.197976524,0.8099963329393952,-0.840770623,-2.21478082
62,,0.7304561455760328,-1.11110078,1.1742788206431205,-0.368815802,-0.056437321,0.55296361,,-1.454510492,,0.6900336985767461
63,-0.471579871,0.5879415185450374,2.1212611148878295,0.15817236179376745,0.13256043702819836,1.012682397299109,0.23439801533641602,-2.888682537,0.8554792379425026,-0.972702259,-2.005438332
64,0.3976143949311952,-0.157146074,,-0.141503409,,1.2654178927319792,1.5995578251083735,,0.13159135263231372,,1.4939686129956884
65,-1.818676641,0.6750295534523647,0.33604577518821005,-0.173123993,,1.4212991723509636,-1.808593388,1.173773564,,-0.453407475,-1.919412119
66,,0.085916437,,0.4245320775014945,0.5901078648034612,1.0720120922039102,,1.0989166593639972,-0.322346943,0.9919910583117175,1.7509483878809287
67,0.2140486782170124,-0.055885824,,,-0.824389574,-0.750909693,,0.097467661,0.630216207,-0.961530087,1.1488947050712894
68,2.116312870088483,,0.5374623612312519,,,-1.68355112,,,,,4.341787280990039
69,-0.414655197,,-0.078747802,1.7390356184559626,0.1888641576606202,,0.068137353,-0.83461314,,0.8021792163841902,-1.423565019
70,-1.21236675,,0.024770991558834436,,0.4884303199023745,0.9024614155093955,-0.476419707,1.0921150912031963,0.6575236593645267,,-0.418061489
71,-0.614751435,0.2162530446575239,-1.079606042,-0.272672906,,1.4449259428445234,-0.837201018,0.972305921,,0.079527856,-1.962489304
72,0.3059046758906132,,,1.4755487618193437,,,,0.30561471798370626,0.39167677161928777,-1.089891076,-0.246519217
73,-1.6173571,-0.144017956,-0.578959741,0.046819254,-1.007870725,-0.815437711,1.5540804609776153,-1.7792167,,0.550124307,-1.379906688
74,-0.023491045,0.7488340067354824,-1.90964765,0.46427101829426143,-0.852726839,-0.279423614,-1.197994299,-0.408192031,,,-2.160247382
75,0.21843817499187992,-1.161653224,-2.192970147,-1.104391904,,-0.523548074,1.775769810591767,-0.979555464,,,-2.616376581
76,0.19272964191337041,-0.400711148,,1.5898993520984712,,0.18784605707108412,-0.980306601,0.9726602872159633,,,0.35330916668125656
77,0.5201258295341412,,-0.806856821,0.5121887544601276,,-0.634883532,,-1.490262498,-0.286606517,-0.048691824,0.6705042065109289
78,-0.667059722,-0.487421576,,0.5661320026048534,-1.186557665,-0.44802991,-0.602838021,,0.9014059614604262,,0.7045815277870935
79,-0.235789624,,0.5043667200597941,-1.937780149,-0.118366126,0.1149641126031389,0.7774311573574024,0.8807743994440101,,0.35487367525402325,-0.114407866
80,-1.618567265,0.017620411775487635,0.13921436279191046,,-0.604852439,-0.842067802,0.12697467533897286,1.077043206258479,-0.554282251,0.5160888361827253,-2.98332706
81,-0.78248365,-0.109304348,-0.782075385,-1.613494087,0.17793425543381783,,-0.819463874,-1.505031892,0.056515072317820804,-0.433186869,-0.976588963
82,,-0.712727743,,,-0.87997367,-0.909106155,,,-0.206644977,-0.946588176,1.601972755066666
83,-0.208206804,0.10148824734399758,-1.637975157,-0.623534094,-0.270436036,0.30807048400127784,-0.805406117,-0.758494848,-1.597094481,,-1.174646827
84,-0.404839815,-0.423821294,0.5620304450754582,-0.165153476,,0.009738074,1.3531559685071406,-0.349783268,2.196076248,,-1.466537941
85,-0.44804629,,-1.817859724,-0.338456793,0.8061827219126373,-0.057201766,-0.405139098,-0.053077562,1.1067619235640158,1.9134342438453593,-1.914578277
86,3.5489689920019334,0.2587818571140478,-0.109988414,,0.30999206448176597,0.33177471946804654,-1.94808399,-0.441012636,-2.047923892,,3.7538643882308547
87,,,,,-0.194525221,0.17106683190528624,,-1.236494084,,,1.2784481276931603
88,,1.427914670226488,0.6814661327627782,-0.033372508,0.36817233586474396,-1.112221822,,-0.754433307,-0.128030233,0.9382098276240034,1.8170439687387243
89,,-1.040334133,,,,0.3457370405149234,-1.825003045,,-1.158854304,-0.503163225,0.8717480436773382
90,-0.280071274,0.24988662756395735,,0.6054666360898129,-0.68070137,,-0.460819639,1.9221904720707985,-1.560664692,1.3804820548678405,-0.440516396
91,-0.146154706,,0.17159579917574488,0.18662824672448375,-0.3005167,-0.885971231,1.4419897646389048,,0.1370060540373844,-0.313536807,-0.438076374
92,0.32778671928979186,,0.6316977450145577,0.9885817615227492,,0.22793058921093537,,-0.186131525,,,1.4889784946207745
93,0.46115140009442007,,,-1.712758658,-1.003235903,0.2957937788307712,,-0.449886177,,2.0273566761155215,0.057262351398928546
94,0.8887550966634786,0.26152324849077596,1.4178915931868434,-0.048497151,1.252299938406234,,,,1.2163119559184392,0.772142178,-0.153981322
95,1.3352871832426425,1.367059815065474,-0.423659045,-0.314447969,3.1184188927267855,-0.636558389,0.12938189057154012,0.37315340134614944,-0.061121637,,0.5289375391638479
96,1.2123937767558968,0.9291660136163582,1.5649100590674403,-0.520510424,-0.661895826,-0.170712326,0.30255674109805775,-0.372827008,0.043194716,,2.481117888246552
97,,-0.623659867,-1.292526018,0.46732305293638965,-0.121954649,-0.519638164,,,-1.586094985,0.8021010241754624,1.8890667238871168
98,2.6747361540637415,-1.356202266,-1.256648591,-0.501431404,,,-0.29520148,-0.647376993,-1.762267406,1.1824399146170905,1.9041454519244092
99,-0.371402016,,0.525883764,-0.822904938,1.1231273437121827,-1.79824364,,-0.712010958,-2.22553267,-0.734495499,-0.921280066
100,1.3045415793543738,1.9092576430075512,,,,-0.586388012,,,0.3456506877484477,-0.520075703,1.112160374880711
101,-0.110369499,,-0.135095923,,-0.272116658,0.1635528865723977,-0.093436379,-0.557285971,0.4236830596420427,,-1.31568249
102,,,-0.665619689,-0.675626711,-0.886362725,-0.249335668,-0.059128691,-0.017637222,-1.555621986,2.136630408078654,2.0496562829630145
103,-1.289061593,-1.160972266,0.2334215782077503,,-0.908265458,0.32944059559802114,-0.700540038,-0.685513957,-1.895397669,0.19260152739252664,-3.081047836
104,1.3601310592359201,,,,2.011201954091447,,-1.454851283,,0.4361871591808019,0.6816298145533463,0.2773450197377254
105,-1.319472569,,1.8485313700503514,,,1.2927315938381363,-0.440043653,,,-0.029921633,-0.604956538
106,-0.174420261,,1.036887453714942,0.3448682756050388,,-0.172736357,0.086692737,-1.699402152,-0.03349347,-1.122846334,-1.496372094
107,0.8790660164687035,,-0.09039205,-2.987932037,1.5609285688092331,1.7762727602185622,,-0.074428745,0.4844279793299298,1.1492331184589852,0.36521707658793967
108,,,,,,,0.2945757354534887,-1.845513354,-0.427820056,,-0.280966804
109,,0.20966217380527583,-1.259254612,1.3414556350187092,-0.657116113,-0.820478337,2.8364659501541256,,0.8716888436088068,,2.001762881330827
110,0.012654139711241075,,1.2566131514834353,-0.030245049,-0.445634483,2.181095570709811,,,-0.235106005,,-1.29283856
111,-0.5129664,,-0.165837767,1.336027846003067,0.9608602832205436,-1.511560038,-0.076200511,-0.082194214,0.049881477,-0.510031252,-0.0656555
112,,,-0.620857921,-1.259237575,-0.077433523,-1.188063346,-0.229868702,-0.625416702,-0.563623453,,-2.765081134
113,0.12386912707665976,,,0.9808175541383187,-0.852117651,0.8967504333254878,0.6812652335731486,,-0.78936169,-0.405710951,-1.277081428
114,0.033523896,-0.337195122,-1.301437241,,-0.000866905,-0.248467198,-0.2762363,-1.092578348,,,1.4592824376851996
115,-0.635087367,,,-0.499098327,2.0171936090582854,-1.048922601,0.15787913363262923,,0.3652944233851903,1.133440409583949,0.05999153
116,,0.076151501,0.5817775404327205,,-0.015500789,,,0.6302170937396769,,1.279698112772303,1.8337041022973162
117,-0.652447754,-0.962449166,0.21764094474258408,-1.223053767,-0.851635749,-0.873989569,-2.284889858,,-1.06028862,,-0.017767923
118,,0.2426955493561267,,,-0.294168952,-1.149279734,1.1986323506379626,-1.847667222,0.57374761,-0.225255597,0.8881321720171778
119,-1.59124459,0.21148589393252318,0.6467055065830912,0.2077977514751385,-0.043731862,-0.585450701,-2.604951875,-0.035394439,0.3654936622979496,,-1.915017528
120,-0.549420158,0.3110408398630362,-0.524053265,0.019093590023816352,-0.551245502,1.8358894622841315,,,1.429073429,-0.065913193,-2.202040671
121,,,1.4346394032408174,-0.314931214,-0.891089765,1.341264025735045,0.7231448590231706,-1.255741321,-1.400265743,0.8810215781898036,-1.299804854
122,-0.877395744,,-1.292726265,,,,,0.6750675605054687,,1.7036074556575107,1.8545156094781077
123,,0.6583842697136603,,,0.14483673139869285,,-1.452183547,,,1.9474168930250415,2.791742743752646
124,,,,-0.45687829,-1.23269086,,0.4916463860044832,,,-1.070503671,1.4174062872349924
125,0.4585971726694469,-0.397676902,,-1.326048667,0.9739058687924482,0.46815210894808235,1.3483235504431652,0.6191923053580659,-1.252889472,,0.5842573029900755
126,1.0750566208632202,0.6890863157811721,,,0.4908637454645887,-0.300736072,1.062241587954028,,-2.021245437,,0.30589198409623475
127,-0.563389543,,,-1.932538745,-0.241633584,0.3519091037246722,0.45696395996372413,-0.976892586,1.4590371223554202,-2.232501555,-1.946203643
128,,-0.532889763,-0.288031094,,-0.893975486,0.021813006887984425,-0.800916608,0.13584111065427168,-1.766670041,1.2327548652274178,-0.264507711
129,0.4215253745478958,1.1408449470502555,0.35830634501021214,,0.23225863696334692,-0.765530263,-0.714526909,-1.162736408,0.2643968767387882,-0.98013465,-0.826866417
130,,,,1.1476381738341606,0.11819709281438819,0.067071362,-0.016560145,-0.785997414,0.7779808411717117,1.5503462690109202,-2.253453953
131,-0.58677123,-1.322539667,,-1.028530006,0.35752932211059624,0.16815208931999648,,0.3659458205884539,-1.102334949,0.030776196016363822,0.579572706
132,-0.907659893,0.4323034539423027,,,,0.7051113420953383,0.921407631,-0.908886941,-0.623805055,-0.941356941,-0.382917264
133,-0.996418234,0.19980618422188884,,,0.32114761249661716,0.9184013188925422,0.9321148280182571,0.9305720800263402,,-0.010655865,-1.230989352
134,0.9614874823393215,,1.7078213099291084,1.0342049520013818,1.451214635,0.4910194726337853,-0.384301948,,-0.658023363,0.999913241,2.0298469718789907
135,1.052428125109275,,,-1.282773929,0.30105928036230495,-0.797642319,,,,1.1763871166332918,1.9951035737710345
136,0.8459115912052536,,0.12394833376903011,,1.2592018830861451,,,-0.048760168,,,0.4231883180793321
137,0.061275908,-1.341616951,,,-0.356427131,0.049895735,-0.014935458,,-0.349315716,1.1648617736619387,-0.118334792
138,0.074634796,0.5548732684333738,-1.003524827,0.9357730319273107,,-0.289397638,,-0.26449509,,,-0.765179891
139,-0.760403417,-0.929015724,-0.26774888,-1.906390953,,,0.5908644088896096,,,,0.5808412462378636
140,-0.684066209,,1.7930174128774956,-2.004074059,,0.27089735153464223,1.2371671356438123,-0.797646872,0.087785644,0.49202559703316967,-1.391893611
141,1.3081761381713974,,-0.468275413,-0.231888126,,-0.144948322,,-1.111927826,0.724029095,0.22670800043966371,2.5164888227398916
142,,1.3728637585028218,-0.946073632,-0.866768967,-0.132234258,,0.24374133513767365,1.1813300480751994,1.1216581512447832,0.5744316021429643,-2.388096848
143,,0.22499224037155202,-1.589463989,-0.08773011,,1.4705637218153138,1.8838732906706839,-0.199513801,0.10138022597885958,-2.261153084,1.2937026341100504
144,-1.28063951,0.031914938516658144,0.3385455486525534,-1.293837629,,-1.585944381,0.183705724,-0.000992736,,,0.7099704385274155
145,1.9879021449871728,0.4635695371838582,,-0.698111808,,1.4520379244625916,-0.1133608,1.429738779600016,0.7830179333678711,,2.763297851022337
146,,0.17121657106871424,,-2.527986923,,0.5327263318096805,0.5631036725875896,,-0.03604072,-0.093664031,0.3260324934350032
147,-0.623472211,,0.45346497773729416,0.6763013170287717,0.7625783972830096,,,0.7482644467024882,-0.038245072,,0.8696506623226672
148,,,,0.12122225417167853,-0.911840673,-0.703671232,-0.113299326,0.2743397361096628,0.9683172610266817,-0.688060466,-0.330281363
149,1.611856207112902,,,-0.16873445,0.3969269907019354,-0.350847004,0.9429309241415933,0.43335203689286855,0.19697710250880213,-0.885973418,1.8523398127439923
150,2.1351334439640026,1.0049686901916224,0.6915043051815019,-0.165029838,0.023661734415966966,,,0.15210797388263825,,,1.3159644224789908
151,,,,0.35253925101349326,-0.81749387,,,,0.37978260140500975,,4.445168039972461
152,,,-0.205928986,,0.9013776144251031,-0.530913675,,,-0.225386764,,2.0355372614729594
153,0.27231605085542476,0.21345250446014105,,-0.198743455,0.021256472574433135,,,-0.861808453,-0.250336584,1.5442035472918834,-0.56709753
154,-0.002956507,-0.735522908,,,,1.7703230654104773,,,0.1377420418291966,,2.0006344200248734
155,-0.667164126,-0.379601843,1.9088530602067542,,-0.162732693,1.246410706332085,-0.292679618,,0.11380816606012242,1.4723218139905334,-1.380399635
156,-0.55882891,0.040243782,-2.598802787,,0.8288667858891776,,,,-0.778765824,,-0.57350349
157,-0.624274456,0.8814830713532553,0.1564037764158637,,,-0.798515778,-0.833533543,,,0.00471905,-0.3290563
158,-1.164761794,0.164408889,0.33607767902644764,1.3720545902584773,0.5623439702936575,,0.8977126006299035,-1.100738773,-1.366863856,-0.205579369,-2.187671491
159,,-0.882616006,,-0.208795786,,-0.988503665,,-0.500092857,,0.048164214527043586,2.5981771926393247
160,-1.41919301,-0.004576555,1.7924809714677428,,0.15309598644913422,-0.356140742,-0.340928469,1.339948519676879,1.1666267083388133,0.47599959375369083,-1.936826457
161,,0.12056645716920071,,,-0.854629407,0.093851891,,-1.01728237,-1.101099299,0.007492154,2.929033742642235
162,0.20468788108979347,,,1.2934933740389567,0.099864461,-0.068637292,,,,,3.0631083981289278
163,-1.703739537,0.11712201837495408,-0.101170717,-1.752525484,-0.030045828,,1.7010226971275393,-1.306256033,0.29380473068424806,0.6323215532228263,-2.549665366
164,0.26560557927256445,1.4274964382976372,-2.134345145,0.01618106,-0.76731198,1.3244481975042222,0.021425365565907784,0.29871517061075287,-0.648064121,1.0154132006789311,-0.464083811
165,-0.506163032,-0.96129641,-0.312627669,,-0.41283806,-1.654197476,-0.438514312,-1.92469755,0.9397300217425879,-1.021594438,-2.169313388
166,,0.10438921358896873,,0.4441786665805674,-0.995595728,-0.345337399,,-0.183318061,,,0.7172508567432718
167,-2.040769838,-0.167636239,-0.676714221,-2.326679557,0.6253411762161608,-0.942383987,0.9690166572063508,0.21117574487197657,0.086698101,1.282917367995202,-3.513537173
168,-0.699606478,-0.564806259,,-0.106668803,1.8209599445336069,-0.880338981,-0.589328923,,-0.275849992,,-0.592936729
169,1.1692297193347114,0.9252522319371811,-1.666649683,,0.38923585547878514,-1.711209999,-0.234547551,0.2181271369352349,,1.0930021438385356,0.092330327
170,3.0501873072842796,-0.150400676,-0.567350608,,,1.2179565585632328,,,2.003291603671186,,2.9055211665949763
171,,-2.187452488,-0.346685005,,0.6205570282358732,1.577868502629761,,-0.471409258,0.1356693469055681,,0.666468276
172,,-1.246635023,-0.514094481,-1.316256091,,-0.75762655,,-0.442312175,,0.9191881428706872,3.0728797277917983
173,,-0.866745709,-0.508872612,,1.3364920755922314,,-0.888323688,,0.3019923071589261,0.25798563313841333,-0.025886104
174,0.6821368333033762,,-0.549669864,,2.4254284360983247,0.3913486072584064,-0.017210241,-0.222282497,0.6968487203746366,0.4177207554105741,0.46634370266809005
175,,-0.579052469,,0.8096755132964026,0.15829395623202897,0.28034509088986437,0.3305549190335416,,0.2994668398047078,-1.187428273,1.0508172543274021
176,-0.864471925,1.0173145301901312,1.1581336901107124,-0.745943302,,-1.112368264,-0.794196923,-0.613910173,0.8210351094261292,2.3119137425210217,-1.637625964
177,,-0.213166742,-2.080248466,-1.090428077,0.4228441148830184,-0.481044749,,1.1426865995638604,-0.911143742,0.3666217201183874,1.1280435993960252
178,,,-0.540186383,,,0.961229132,,,,1.2366766187248148,1.7446593562607733
179,0.3471640633795543,0.510327818,,0.8539740875554386,1.4344272207921154,2.0757050446860372,-1.523065797,-0.657998541,,0.9499099610310133,1.5645471018960544
180,,,,,-0.409740814,,-1.246674928,0.674529138,1.7806407862374947,-0.933923224,1.6199911433126677
181,,-1.105727951,-1.697831921,,,0.033153721729396804,0.3623786947659684,-0.095132776,0.3230078157246392,1.0089297297409558,0.7503900418571325
182,0.2923779334383306,,-1.080555974,0.22794669117222952,,-0.317141083,0.780638065,-0.004638354,0.8554063326874339,0.3049148838003774,0.3531368281300544
183,0.19859199896597246,,1.2463826955070176,-0.825766291,,-1.10345121,0.018506885707642976,,,,-0.321959933
184,,,1.3042228985643751,-0.315309199,-0.664536438,-0.837626854,0.095183502,,0.14466528495213846,0.2568152199578611,-0.53807714
185,,,-0.863638286,,-1.197360874,,,,0.058072851,,1.540325506805188
186,-1.251679739,1.8887129729578664,0.8672852783138801,,0.30764092222184825,0.4745912556974852,,-0.724201348,,0.33413671463161626,-1.971490451
187,,0.37013711689703066,,0.586315021,0.7781084798704979,-0.513232023,,-0.62778918,-0.652868648,,-1.602657755
188,1.0390025454532783,0.8873497332346657,-0.953411666,1.4346370812960019,,0.6064429968163422,-0.99456316,,-0.947289044,0.3228376354277283,0.6485777219300698
189,,-0.436223876,-1.981959478,2.365574049923483,0.7781625570630845,-0.447637142,1.2127188298754836,0.057758347,0.9185639074862239,-0.872298915,0.7254080387659584
190,-0.681898385,,,,0.3868399278053863,-0.032086571,-1.679833453,,-0.819012994,-0.927746818,-0.21317941
191,,-0.879044628,,-0.920912148,,-1.089525926,1.2125336339182138,-0.663385461,,0.002392465,0.4005254640912329
192,0.41493693455397523,,0.5430865116340882,-1.598912036,-0.61469365,,0.6832896263971112,0.4631354514500708,0.24536419199990187,-1.431336398,0.39091068908594107
193,-0.895070492,,,-0.358407692,-0.315494372,-0.20041386,-1.249773729,1.207311078276223,,,-0.526893582
194,,,0.726837292,-1.542271685,-0.663169882,-0.10830714,,0.5865202424169048,-0.622904179,,0.5040750635468688
195,-0.661894746,-0.678572948,0.6418524639275427,-0.84396709,1.1242988325293515,0.7979597749696901,1.115403234852921,,-1.978324258,-0.326197446,-1.059600529
196,0.033382478,-0.131581643,,0.7355118696081419,,1.7665139275969106,0.2682802751144164,,0.27621282955481435,-0.909679814,-0.822327722
197,-1.945649608,,1.6603109905183957,-0.130268736,,-0.801276844,0.6367401191530901,0.054517026,0.19153902557087124,-0.571449097,-0.35422514
198,-1.152889992,,1.5898433741791724,0.25440008205547104,-2.145107681,0.37480865167211347,,-0.707771511,-1.121777766,-1.181485693,0.14757057589327616
199,-1.975374969,-0.352213572,1.1299559062380424,0.5435079106919549,,,,-1.796015957,0.5608875611380941,-0.474048314,-2.132290968
200,0.8290619454175738,-0.885331684,0.020706174,0.6755240130235641,0.28317145570251034,-1.477093167,,-0.901530584,,-1.437775355,0.9289147827135622
201,,,,,,,0.8751066272018467,,-1.231411293,,0.8171186138925095
202,-1.298758208,0.736827103,-0.095804678,0.4640816829767983,-1.071630676,-0.121273826,0.093710276,1.791692672254082,-0.524720826,1.0875885676169015,-3.127114767
203,,,2.219583881286716,,0.3771485764014257,0.10363835886881977,-0.437916129,,-0.384242159,,-0.503753403
204,1.355346049424058,,,0.5233947186247563,,,-0.06408344,0.020772293288546954,,,1.605679186908789
205,,-2.496613015,0.5968237343589474,-0.686357123,,,-0.209576647,,1.3901262632854765,,-0.732807942
206,0.3967944103363288,-0.963635549,,0.2707985381099184,,0.051900032,-1.388572019,1.9954983600138274,,-1.907956804,0.6328685065003479
207,-0.403201218,1.1859881064897975,0.5632313611861632,0.003662396,-1.300353737,,0.5349066804169965,0.8875802133485837,-1.29876623,-0.950872562,-0.710211107
208,,1.4676887845388538,2.404270399481662,,,,-0.560050058,-1.572662379,-0.283178351,-0.22012122,0.6560949446987571
